,name,type,review,area
490,롯데 프리미엄 아울렛 파주점,쇼핑몰/백화점,61.0,경기도
491,위 사이클 코리아,행사/투어,61.0,서울
492,제주 4.3 평화공원,자연/공원,61.0,제주도
493,남포 지하도상가,쇼핑몰/백화점,61.0,부산
494,보신각,즐길거리/랜드마크,60.0,서울
495,다이나믹 메이즈,테마파크/게임,60.0,서울
496,현대프리미엄아울렛 김포점,쇼핑몰/백화점,59.0,경기도
497,아웃도어 코리아,테마파크/게임,59.0,서울
498,롯데월드 민속박물관,전시/극장/공연,59.0,서울
499,코리아 프라이베이트 투어,행사/투어,59.0,서울
500,제주 올레길 ,자연/공원,59.0,제주도
501,현대프리미엄아울렛 송도점,쇼핑몰/백화점,59.0,인천
502,대림 미술관,전시/극장/공연,59.0,서울
503,신라 밀레니엄 파크,테마파크/게임,59.0,경상북도
504,샐리 투어 - 당일 투어,행사/투어,59.0,서울
505,아라리오뮤지엄 인 스페이스,전시/극장/공연,59.0,서울
506,파라다이스 카지노 부산,테마파크/게임,59.0,부산
507,김녕 성세기 해변,자연/공원,59.0,제주도
508,국회 의사당,즐길거리/랜드마크,58.0,서울
509,제주 1100고지 습지보호지역,자연/공원,58.0,제주도
510,세종이야기 • 충무공이야기,전시/극장/공연,58.0,서울
511,부평깡통시장,시장,58.0,부산
